age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,CATE
53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,1980,1,-1,0,unknown,1,-0.7763566061561414
46,management,single,tertiary,no,2904,yes,no,unknown,30,may,984,1,-1,0,unknown,1,0.44343355675123264
26,management,single,tertiary,no,1004,yes,no,unknown,30,may,228,1,-1,0,unknown,1,1.486929353597637
45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,1,-1,0,unknown,1,1.6156691670569636
31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,1,-1,0,unknown,1,1.480849235542797
29,management,single,tertiary,no,0,yes,no,unknown,30,may,539,1,-1,0,unknown,1,1.0771759324623793
53,entrepreneur,single,secondary,no,62,yes,no,unknown,30,may,1044,1,-1,0,unknown,1,0.8832554622640424
27,blue-collar,married,primary,no,416,yes,no,unknown,30,may,1193,1,-1,0,unknown,1,2.296247120035148
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,1,-1,0,unknown,1,0.6536395660903261
36,services,married,secondary,no,2984,yes,no,unknown,2,jun,394,0,-1,0,unknown,1,-0.6934837608887305
41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,659,1,-1,0,unknown,1,1.3108304335799885
36,services,married,primary,no,0,yes,no,unknown,2,jun,1036,0,-1,0,unknown,1,-0.29496427831398
32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,0,-1,0,unknown,1,-0.20079361611480828
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,0,-1,0,unknown,1,-0.5882030053211842
36,management,single,tertiary,no,-78,yes,no,unknown,2,jun,1068,0,-1,0,unknown,1,-0.16415035970100944
35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,1,-1,0,unknown,1,1.222387363099787
30,blue-collar,single,secondary,no,953,yes,no,unknown,2,jun,747,1,-1,0,unknown,1,0.9307031783383248
42,blue-collar,married,secondary,no,443,yes,no,unknown,2,jun,671,1,-1,0,unknown,1,1.2660533611587461
42,technician,single,secondary,yes,-1129,yes,no,unknown,2,jun,555,1,-1,0,unknown,1,1.92323861525191
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,1,-1,0,unknown,1,0.8748634003131148
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,1,-1,0,unknown,1,1.2750412163280402
44,management,divorced,tertiary,yes,-411,yes,no,unknown,2,jun,432,1,-1,0,unknown,1,1.4820844786229215
32,technician,single,secondary,no,1279,yes,no,unknown,3,jun,1173,1,-1,0,unknown,1,0.4329540957047541
31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,963,1,-1,0,unknown,1,0.9247380678944733
40,self-employed,married,secondary,yes,-754,yes,yes,unknown,3,jun,941,1,-1,0,unknown,1,1.283598782966027
43,entrepreneur,married,secondary,no,0,no,no,unknown,3,jun,1025,1,-1,0,unknown,1,0.32679048369878233
27,management,single,secondary,no,178,yes,no,unknown,3,jun,732,1,-1,0,unknown,1,0.8673095214349066
37,services,single,secondary,no,278,yes,no,unknown,3,jun,1045,1,-1,0,unknown,1,0.510074816468104
23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,0,-1,0,unknown,1,-0.7010847459349863
25,management,married,primary,no,168,yes,no,unknown,3,jun,801,0,-1,0,unknown,1,-0.522991009538918
26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,1,-1,0,unknown,1,1.9117758659885646
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,1,-1,0,unknown,1,-2.2183492544310015
35,admin.,married,secondary,no,-87,yes,no,unknown,3,jun,1363,1,-1,0,unknown,1,0.018726570004215907
32,technician,single,tertiary,no,6281,yes,no,unknown,3,jun,1336,1,-1,0,unknown,1,-0.0944323450695566
45,management,divorced,secondary,no,644,yes,no,unknown,4,jun,633,0,-1,0,unknown,1,-0.3138103912733976
30,admin.,divorced,secondary,no,377,yes,no,unknown,4,jun,524,1,-1,0,unknown,1,0.8629720619284659
29,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,0,-1,0,unknown,1,-1.0201663376914594
38,blue-collar,married,primary,no,5839,yes,no,unknown,4,jun,984,1,-1,0,unknown,1,0.5658345722877854
23,blue-collar,single,secondary,no,492,yes,no,unknown,4,jun,638,0,-1,0,unknown,1,-0.9927872464691828
27,management,single,tertiary,no,99,yes,no,unknown,4,jun,767,1,-1,0,unknown,1,0.7271358341891376
27,management,single,tertiary,yes,-713,yes,no,unknown,4,jun,525,1,-1,0,unknown,1,2.303380238896114
29,services,single,secondary,no,32,yes,no,unknown,4,jun,563,0,-1,0,unknown,1,-1.1149193325632578
30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,1,-1,0,unknown,1,0.0676268064691506
36,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,0,-1,0,unknown,1,0.003562993955849348
35,admin.,divorced,secondary,no,437,yes,no,unknown,4,jun,908,0,-1,0,unknown,1,-0.1332927624464048
36,blue-collar,married,secondary,no,1772,no,no,unknown,5,jun,208,0,-1,0,unknown,1,-0.9952345916264966
59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,910,1,-1,0,unknown,1,0.5497471057686776
47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,0,-1,0,unknown,1,0.05175486474336082
58,entrepreneur,married,tertiary,no,853,no,no,unknown,5,jun,1149,1,-1,0,unknown,1,0.03569590002449199
37,management,single,tertiary,no,240,no,no,unknown,5,jun,1123,0,-1,0,unknown,1,-0.07610176457095055
46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,508,1,-1,0,unknown,1,1.3536377227847274
43,blue-collar,single,secondary,no,318,yes,no,unknown,5,jun,736,1,-1,0,unknown,1,1.6421072160983505
27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,1,-1,0,unknown,1,0.8153943331387807
38,services,divorced,secondary,no,61,no,no,unknown,5,jun,636,0,-1,0,unknown,1,-0.6470118942687116
53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,0,-1,0,unknown,1,-0.7561080418494128
47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,1,-1,0,unknown,1,0.5605265745902592
56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,0,-1,0,unknown,1,0.10600863017862022
41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,1053,1,-1,0,unknown,1,0.43228213657986314
29,self-employed,married,secondary,no,425,yes,no,unknown,5,jun,562,1,-1,0,unknown,1,1.6618784482667086
50,technician,married,secondary,no,416,yes,no,unknown,5,jun,494,1,-1,0,unknown,1,2.9167476293144055
45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,1,-1,0,unknown,1,0.41264707327250644
